省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
安徽省,长江流域,车轴寺大桥,02-28 20:00,Ⅰ,10.4,7.23,10.73,181.6,7.8,1.43,0.025,0.008,0.95,*,*,正常
安徽省,浙闽片河流,篁墩,02-28 20:00,Ⅱ,11.4,7.34,10.49,167.0,4.6,2.19,0.085,0.059,2.55,*,*,正常
安徽省,浙闽片河流,率水大桥,02-28 20:00,Ⅱ,10.9,7.46,11.04,75.4,1.6,1.42,0.025,0.028,1.73,*,*,正常
安徽省,浙闽片河流,横江大桥,02-28 20:00,Ⅱ,12.7,8.48,14.82,321.3,2.1,2.01,0.025,0.036,2.58,*,*,正常
安徽省,浙闽片河流,浦口,02-28 20:00,Ⅲ,11.9,8.57,11.40,516.0,6.8,3.47,0.043,0.107,3.93,*,*,正常
安徽省,长江流域,湖心,02-28 20:00,Ⅰ,10.1,7.84,11.11,105.8,1.2,1.07,0.025,0.007,0.57,0.010,1038869,正常
安徽省,浙闽片河流,新管,02-28 20:00,Ⅱ,11.1,7.84,9.66,356.7,3.5,2.43,0.168,0.100,3.12,*,*,正常
安徽省,淮河流域,天长化工厂,02-28 20:00,Ⅳ,10.9,8.50,10.79,607.8,39.1,6.47,0.181,0.080,1.59,*,*,正常
安徽省,淮河流域,公路桥,02-28 20:00,Ⅲ,10.5,7.74,10.32,533.6,7.6,4.90,0.093,0.038,1.58,*,*,正常
安徽省,淮河流域,小柳巷,02-28 20:00,Ⅱ,9.0,8.47,12.14,832.8,11.0,3.60,0.031,0.053,2.87,*,*,正常
安徽省,长江流域,水口,02-28 20:00,Ⅳ,12.2,7.79,9.32,2340.7,60.9,9.38,0.670,0.182,10.22,*,*,正常
安徽省,长江流域,乌衣下,02-28 20:00,Ⅲ,11.4,7.99,11.61,1059.7,27.2,5.04,0.549,0.080,6.09,*,*,正常
安徽省,长江流域,化肥厂下,02-28 20:00,Ⅳ,11.6,8.69,12.46,539.0,17.9,6.89,0.594,0.182,4.95,*,*,正常
安徽省,长江流域,清流河口,02-28 20:00,Ⅳ,11.0,8.17,11.95,916.7,22.4,7.34,0.590,0.088,4.97,*,*,正常
安徽省,淮河流域,阜阳段下,02-28 20:00,Ⅲ,9.6,8.03,10.86,1046.4,6.9,4.06,0.674,0.123,6.42,*,*,正常
安徽省,淮河流域,杨湖,02-28 20:00,Ⅲ,9.1,8.17,11.29,1009.8,8.6,3.19,0.203,0.056,4.70,*,*,正常
安徽省,淮河流域,张大桥,02-28 20:00,Ⅲ,12.2,8.58,13.10,2177.5,14.2,4.52,0.432,0.096,6.36,*,*,正常
安徽省,淮河流域,王家坝,02-28 20:00,Ⅱ,10.0,7.80,10.00,420.0,7.3,3.47,0.242,0.046,2.70,*,*,正常
安徽省,淮河流域,界首七渡口(七渡口),02-28 20:00,Ⅲ,9.2,7.80,9.39,1078.0,7.7,3.97,0.660,0.114,6.67,*,*,正常
安徽省,淮河流域,阜南,02-28 20:00,Ⅲ,10.5,8.37,12.50,575.4,3.8,3.78,0.025,0.035,0.70,*,*,正常
安徽省,淮河流域,阜阳段上游,02-28 20:00,Ⅱ,9.8,7.70,7.50,1068.2,2.7,3.52,0.054,0.089,7.03,*,*,正常
安徽省,淮河流域,东坪集,02-28 20:00,Ⅱ,9.9,8.14,11.41,1874.0,11.2,3.50,0.025,0.035,1.76,*,*,正常
安徽省,淮河流域,符离闸,02-28 20:00,Ⅱ,10.5,7.72,11.38,1322.9,3.6,3.13,0.025,0.034,4.30,*,*,正常
安徽省,淮河流域,芦岭桥,02-28 20:00,Ⅲ,9.4,8.11,9.88,1155.1,9.7,4.51,0.082,0.040,1.28,*,*,正常
安徽省,淮河流域,下楼公路桥,02-28 20:00,Ⅱ,11.2,7.96,13.53,930.8,5.8,3.75,0.056,0.047,1.68,*,*,正常
安徽省,淮河流域,工农兵大桥,02-28 20:00,Ⅱ,10.8,8.45,11.09,532.9,43.1,2.73,0.025,0.045,2.51,*,*,正常
安徽省,巢湖流域,河口大桥,02-28 20:00,Ⅱ,9.3,7.08,11.24,198.3,4.3,2.84,0.025,0.025,2.04,*,*,正常
安徽省,淮河流域,陶洪集,02-28 20:00,Ⅱ,12.4,7.64,10.50,204.1,16.8,1.91,0.062,0.028,1.57,*,*,正常
安徽省,淮河流域,东湖闸,02-28 20:00,Ⅱ,10.2,7.99,12.13,249.1,60.9,2.92,0.025,0.026,0.54,*,*,正常
安徽省,淮河流域,新安渡口,02-28 20:00,Ⅱ,9.7,7.93,13.49,330.9,6.7,2.88,0.115,0.022,3.23,*,*,正常
安徽省,淮河流域,响洪甸水库出水口,02-28 20:00,Ⅰ,8.3,7.27,10.90,87.1,2.2,0.68,0.025,0.009,0.84,*,*,正常
安徽省,淮河流域,丁埠大桥,02-28 20:00,劣Ⅴ,10.5,9.07,14.24,160.4,4.6,3.68,0.025,0.038,1.44,*,*,正常
安徽省,淮河流域,固始李畈,02-28 20:00,Ⅱ,10.4,7.57,13.02,237.6,3.2,1.99,0.151,0.024,2.95,*,*,正常
安徽省,淮河流域,龙亢,02-28 20:00,Ⅲ,9.0,8.18,10.52,1407.3,19.4,4.65,0.271,0.071,3.11,*,*,正常
安徽省,淮河流域,岳坊大桥,02-28 20:00,Ⅲ,8.9,8.99,14.37,1484.1,11.4,4.35,0.308,0.060,3.58,*,*,正常
安徽省,淮河流域,刘寨村后,02-28 20:00,Ⅲ,9.8,6.95,9.85,1990.2,10.9,4.20,0.898,0.090,6.22,*,*,正常
安徽省,淮河流域,涡阳义门大桥,02-28 20:00,Ⅲ,10.6,8.43,12.83,1598.5,2.6,5.29,0.025,0.058,4.37,*,*,正常
安徽省,淮河流域,利辛段,02-28 20:00,Ⅲ,10.4,8.23,8.99,864.8,6.3,4.48,0.031,0.037,0.76,*,*,正常
安徽省,长江流域,香口(东至龙江水厂),02-28 20:00,Ⅰ,9.8,7.69,9.92,368.8,2.0,0.75,0.025,0.019,1.76,*,*,正常
安徽省,长江流域,五步沟,02-28 20:00,Ⅱ,11.0,7.75,10.18,379.9,32.4,1.61,0.125,0.078,1.89,*,*,正常
安徽省,长江流域,张溪,02-28 20:00,Ⅰ,13.9,7.68,9.68,254.2,6.7,0.61,0.025,0.012,2.14,*,*,正常
安徽省,长江流域,河口,02-28 20:00,,9.7,7.51,8.98,321.7,67.7,2.73,0.433,0.065,2.74,*,*,维护
安徽省,长江流域,入江口,02-28 20:00,Ⅱ,10.6,7.83,11.42,247.2,24.0,1.84,0.176,0.025,3.53,*,*,正常
安徽省,长江流域,双丰,02-28 20:00,Ⅰ,11.3,8.35,11.87,195.6,2.0,1.44,0.025,0.008,2.24,*,*,正常
安徽省,长江流域,东流,02-28 20:00,Ⅱ,11.7,7.61,10.41,190.4,46.4,2.22,0.025,0.046,3.18,*,*,正常
安徽省,长江流域,雁翅, ,,--,--,--,--,--,--,--,--,--,*,*,维护
安徽省,长江流域,西湖湖心,02-28 20:00,Ⅲ,9.6,7.52,10.96,208.9,23.5,2.49,0.025,0.030,1.48,0.003,2499782,正常
安徽省,长江流域,管家渡,02-28 20:00,Ⅴ,11.6,7.52,9.18,236.0,432.0,5.50,1.392,0.321,--,*,*,维护
安徽省,长江流域,泾南交界,02-28 20:00,Ⅱ,10.9,7.36,11.43,139.3,23.8,0.74,0.025,0.030,1.61,*,*,正常
安徽省,长江流域,汪溪,02-28 20:00,Ⅱ,10.9,8.38,12.23,176.7,30.2,2.09,0.138,0.076,1.74,*,*,正常
安徽省,长江流域,狮子口,02-28 20:00,Ⅲ,11.5,7.16,8.26,567.5,23.7,4.19,0.422,0.086,5.43,*,*,正常
安徽省,长江流域,泗安塘东村桥,02-28 20:00,Ⅰ,11.2,8.06,10.16,487.1,2.9,1.86,0.025,0.012,2.16,*,*,正常
安徽省,长江流域,水碧桥,02-28 20:00,Ⅱ,10.4,7.51,8.73,272.7,7.0,2.12,0.128,0.026,3.22,*,*,正常
福建省,浙闽片河流,白岩潭, ,,--,--,--,--,--,--,--,*,*,*,*,维护
福建省,浙闽片河流,闽安,02-28 20:00,Ⅱ,14.5,7.52,8.71,3892.9,82.9,2.60,0.109,0.096,2.22,*,*,正常
福建省,浙闽片河流,连江琯头,02-28 20:00,Ⅱ,14.0,7.99,9.20,9318.4,57.2,2.92,0.252,0.096,3.09,*,*,正常
福建省,浙闽片河流,闽侯大樟溪口, ,,--,--,--,--,--,--,--,--,--,*,*,维护
福建省,浙闽片河流,连江荷山渡口,02-28 20:00,Ⅳ,15.9,7.61,11.14,81.6,66.1,2.94,0.045,0.100,2.18,*,*,正常
福建省,浙闽片河流,永泰横龙,02-28 20:00,Ⅱ,16.3,8.73,10.34,53.6,2.6,1.92,0.025,0.022,0.70,*,*,正常
福建省,浙闽片河流,闽清雄江,02-28 20:00,Ⅱ,16.0,7.19,9.54,107.9,3.4,2.08,0.066,0.047,1.82,*,*,正常
福建省,浙闽片河流,隘头潭,02-28 20:00,Ⅲ,20.0,7.54,9.29,162.2,8.5,1.26,0.025,0.098,1.84,*,*,正常
福建省,浙闽片河流,园头桥,02-28 20:00,Ⅲ,16.8,7.28,9.18,264.4,2.2,1.64,0.025,0.138,4.86,*,*,正常
福建省,浙闽片河流,江口桥,02-28 20:00,Ⅲ,17.7,8.86,10.20,16006.9,11.0,1.88,0.222,0.070,2.19,*,*,正常
福建省,浙闽片河流,将乐万全,02-28 20:00,Ⅱ,12.3,6.94,11.56,76.3,12.0,1.20,0.204,0.023,1.09,*,*,正常
福建省,浙闽片河流,宁化肖家,02-28 20:00,Ⅱ,15.5,7.60,12.04,103.5,2.5,1.11,0.181,0.064,1.78,*,*,正常
福建省,浙闽片河流,永安安砂水库下游,02-28 20:00,Ⅱ,15.4,6.76,7.95,114.7,1.9,1.13,0.063,0.024,1.44,*,*,正常
福建省,浙闽片河流,永安贡川桥,02-28 20:00,Ⅱ,16.4,7.16,8.22,162.1,10.9,1.08,0.124,0.032,1.85,*,*,正常
福建省,浙闽片河流,斑竹溪渡口,02-28 20:00,Ⅱ,16.2,6.95,9.07,198.2,2.0,1.33,0.234,0.057,1.92,*,*,正常
福建省,浙闽片河流,建宁袁庄,02-28 20:00,Ⅱ,13.6,7.43,10.12,81.8,3.3,1.28,0.157,0.056,1.81,*,*,正常
福建省,浙闽片河流,大田高才,02-28 20:00,Ⅰ,17.9,7.78,9.28,121.5,2.0,1.02,0.110,0.015,0.74,*,*,正常
福建省,浙闽片河流,尤溪拥口大桥,02-28 20:00,Ⅱ,15.9,7.20,7.69,99.0,3.5,3.14,0.085,0.038,1.39,*,*,正常
福建省,浙闽片河流,南安康美桥,02-28 20:00,Ⅱ,19.2,7.53,9.22,179.8,38.1,1.06,0.100,0.148,1.91,*,*,正常
福建省,浙闽片河流,库心,02-28 20:00,Ⅱ,18.4,8.40,9.76,168.4,7.3,1.47,0.025,0.011,2.02,0.004,2552180,正常
福建省,浙闽片河流,安溪罗内桥,02-28 20:00,Ⅲ,19.0,6.95,7.75,173.5,15.9,2.35,0.378,0.120,4.73,*,*,正常
福建省,浙闽片河流,南安霞东桥,02-28 20:00,Ⅲ,17.4,7.28,9.27,169.0,8.1,2.08,0.210,0.135,4.05,*,*,正常
福建省,浙闽片河流,华安西陂,02-28 20:00,Ⅲ,18.0,7.13,9.51,372.1,17.7,1.80,0.247,0.099,2.73,*,*,正常
福建省,浙闽片河流,诏安澳子头,02-28 20:00,Ⅲ,18.8,8.14,11.03,3841.5,1.6,2.99,0.244,0.139,2.50,*,*,正常
福建省,浙闽片河流,南靖洪濑汤坑桥,02-28 20:00,Ⅲ,18.4,6.90,8.33,319.5,33.6,2.51,0.035,0.120,11.96,*,*,正常
福建省,浙闽片河流,浦南水文站,02-28 20:00,Ⅲ,18.2,7.51,9.07,241.8,65.0,1.14,0.025,0.102,2.16,*,*,正常
福建省,浙闽片河流,长泰洛宾,02-28 20:00,,20.1,7.53,10.13,220.1,118.7,--,0.087,0.075,5.20,*,*,维护
福建省,浙闽片河流,南溪浮宫桥,02-28 20:00,Ⅳ,17.3,7.36,6.87,17223.7,40.5,3.84,1.098,0.118,3.68,*,*,正常
福建省,浙闽片河流,上坂,02-28 20:00,Ⅲ,20.0,6.44,6.95,257.4,5.4,3.35,0.123,0.125,3.81,*,*,正常
福建省,浙闽片河流,云霄高塘渡口,02-28 20:00,Ⅳ,18.8,7.16,9.96,1600.9,11.3,7.79,0.142,0.094,4.56,*,*,正常
福建省,浙闽片河流,水汾桥,02-28 20:00,Ⅱ,17.2,8.75,13.58,260.4,10.6,2.73,0.025,0.027,1.96,*,*,正常
福建省,浙闽片河流,十里庵,02-28 16:00,Ⅱ,16.6,6.84,8.95,95.9,10.6,1.37,0.045,0.040,1.74,*,*,正常
福建省,浙闽片河流,邵武晒口桥,02-28 16:00,Ⅱ,15.7,7.35,11.26,127.1,7.9,1.07,0.087,0.068,1.77,*,*,正常
福建省,浙闽片河流,武夷山兴田,02-28 20:00,Ⅱ,14.7,7.22,10.23,64.0,31.8,1.09,0.028,0.065,1.33,*,*,正常
福建省,浙闽片河流,建瓯蓬墩,02-28 20:00,Ⅱ,15.7,7.10,9.46,62.2,19.9,1.45,0.138,0.035,1.26,*,*,正常
福建省,浙闽片河流,浪石,02-28 16:00,Ⅱ,15.3,7.49,9.86,95.2,10.7,1.14,0.130,0.028,1.26,*,*,正常
福建省,浙闽片河流,将乐樟应,02-28 20:00,Ⅰ,13.8,6.84,9.65,77.8,9.7,1.42,0.026,0.013,0.87,*,*,正常
福建省,浙闽片河流,建阳坪州大桥,02-28 20:00,Ⅱ,14.0,6.96,10.95,85.6,7.1,1.43,0.025,0.024,1.28,*,*,正常
福建省,浙闽片河流,政和西津,02-28 16:00,Ⅱ,16.0,7.17,8.87,99.7,5.2,2.14,0.154,0.058,--,*,*,维护
福建省,浙闽片河流,松溪岩下,02-28 20:00,Ⅱ,14.2,7.22,7.77,92.6,7.4,1.30,0.037,0.024,0.83,*,*,正常
福建省,珠江流域,长汀美溪桥,02-28 20:00,Ⅱ,15.2,7.02,10.20,176.8,1.8,1.60,0.035,0.068,1.40,*,*,正常
福建省,珠江流域,上杭李家坪,02-28 12:00,Ⅱ,16.6,7.77,11.49,217.2,4.7,2.71,0.025,0.095,2.13,*,*,正常
福建省,浙闽片河流,福鼎会甲溪, ,,--,--,--,--,--,--,--,*,*,*,*,维护
福建省,浙闽片河流,福安赛岐,02-28 16:00,Ⅲ,15.4,7.11,9.44,6248.7,31.1,0.42,0.100,0.114,2.45,*,*,正常
福建省,浙闽片河流,八都,02-28 20:00,Ⅱ,16.2,6.48,6.70,1519.2,11.4,1.21,0.025,0.045,1.34,*,*,正常
福建省,浙闽片河流,福安白塔,02-28 20:00,Ⅱ,14.6,7.22,10.30,50.6,10.4,0.87,0.025,0.048,1.12,*,*,正常
福建省,浙闽片河流,古田黄田,02-28 16:00,Ⅱ,18.1,7.40,10.62,108.8,22.6,2.06,0.025,0.049,1.78,*,*,正常
福建省,浙闽片河流,福安洪口,02-28 16:00,Ⅲ,16.7,6.80,10.00,71.1,9.9,1.20,0.320,0.168,2.65,*,*,正常
江西省,长江流域,周坊,02-28 20:00,Ⅱ,12.4,7.28,9.89,141.7,22.7,2.73,0.025,0.024,1.71,*,*,正常
江西省,长江流域,大港,02-28 20:00,Ⅱ,11.9,7.33,11.84,198.2,18.9,3.98,0.025,0.039,1.94,*,*,正常
江西省,长江流域,新联,02-28 16:00,Ⅱ,12.4,6.90,9.66,204.4,25.0,3.31,0.172,0.086,2.90,*,*,正常
江西省,长江流域,生米,02-28 16:00,Ⅱ,15.8,6.83,9.59,228.7,17.5,1.53,0.040,0.028,2.11,*,*,正常
江西省,长江流域,滁槎,02-28 20:00,Ⅱ,12.2,7.33,11.38,273.1,22.9,2.44,0.045,0.024,2.43,*,*,正常
江西省,长江流域,塔城,02-28 16:00,Ⅱ,15.1,8.66,12.22,109.6,8.5,1.88,0.025,0.027,1.81,*,*,正常
江西省,长江流域,昌邑,02-28 20:00,Ⅱ,12.7,7.25,10.54,257.0,26.6,2.46,0.150,0.074,2.30,*,*,正常
江西省,长江流域,八一桥,02-28 20:00,Ⅱ,13.2,7.57,10.97,221.8,18.5,1.95,0.151,0.057,2.20,*,*,正常
江西省,长江流域,鲇鱼山,02-28 16:00,Ⅱ,14.6,7.46,9.80,186.3,84.9,2.00,0.127,0.037,2.39,*,*,正常
江西省,长江流域,戴村,02-28 20:00,Ⅱ,13.4,7.19,10.29,587.9,10.9,2.56,0.046,0.026,2.33,*,*,正常
江西省,长江流域,野鸡山村,02-28 20:00,Ⅰ,13.3,6.98,10.56,385.0,9.0,1.44,0.087,0.005,2.09,*,*,正常
江西省,长江流域,南河河口,02-28 16:00,Ⅲ,15.3,7.08,9.68,184.0,84.3,1.61,0.560,0.098,2.32,*,*,正常
江西省,长江流域,镇埠,02-28 16:00,Ⅰ,12.5,7.52,10.85,90.6,5.8,0.87,0.025,0.020,2.27,*,*,正常
江西省,长江流域,龙山口,02-28 16:00,Ⅱ,14.8,7.77,9.32,439.3,3.0,2.03,0.044,0.034,1.24,*,*,正常
江西省,长江流域,桐车湾,02-28 16:00,Ⅲ,13.2,7.68,9.99,481.8,5.0,1.88,0.395,0.110,4.13,*,*,正常
江西省,长江流域,金鱼石,02-28 20:00,Ⅱ,15.5,7.89,10.29,395.3,2.0,1.50,0.160,0.058,3.03,*,*,正常
江西省,长江流域,棚下(杨村),02-28 20:00,Ⅱ,14.7,7.90,8.48,199.9,9.2,1.46,0.042,0.045,1.10,*,*,正常
江西省,长江流域,邓家洲,02-28 20:00,Ⅳ,13.1,7.67,4.16,548.0,22.0,1.04,0.067,0.052,2.65,*,*,正常
江西省,长江流域,吴城赣江,02-28 20:00,Ⅱ,12.4,7.07,10.63,246.8,29.5,2.87,0.148,0.066,2.58,*,*,正常
江西省,长江流域,吴城修河,02-28 20:00,Ⅱ,11.9,7.41,10.03,138.0,83.0,2.06,0.025,0.051,2.04,*,*,正常
江西省,长江流域,姚港(河西水厂),02-28 16:00,Ⅱ,12.5,8.31,10.29,442.5,15.6,1.05,0.055,0.064,2.14,*,*,正常
江西省,长江流域,湖口,02-28 16:00,Ⅱ,13.0,8.42,9.59,420.3,26.1,1.62,0.060,0.047,1.81,*,*,正常
江西省,长江流域,蛤蟆石,02-28 16:00,Ⅳ,10.2,7.96,10.26,196.4,116.4,3.24,0.079,0.057,2.60,0.002,563114,正常
江西省,长江流域,都昌,02-28 16:00,Ⅳ,12.2,7.15,9.73,182.8,69.1,2.47,0.038,0.057,2.63,0.014,3926785,正常
江西省,长江流域,潦河河口,02-28 20:00,Ⅳ,11.5,7.11,10.85,146.1,19.6,7.36,0.094,0.048,1.27,*,*,正常
江西省,长江流域,三都,02-28 16:00,Ⅱ,14.2,7.13,10.00,207.2,7.5,0.66,0.053,0.024,2.58,*,*,正常
江西省,长江流域,柘林湖坝上,02-28 20:00,Ⅰ,11.5,7.72,9.88,113.7,0.8,1.30,0.025,0.005,0.59,*,*,正常
江西省,长江流域,洋港镇,02-28 20:00,Ⅰ,14.1,7.76,9.18,318.7,27.4,0.34,0.025,0.005,2.13,*,*,正常
江西省,长江流域,修水界上桥,02-28 20:00,Ⅲ,12.3,7.76,10.71,166.2,169.7,3.62,0.058,0.125,4.09,*,*,正常
江西省,长江流域,共青城寨下,02-28 20:00,Ⅳ,12.6,7.49,8.52,510.0,70.9,3.99,1.044,0.182,4.55,*,*,正常
江西省,长江流域,罗坊,02-28 20:00,Ⅱ,14.0,7.79,10.96,410.5,4.2,3.22,0.331,0.038,3.26,*,*,正常
江西省,长江流域,孔目江江口,02-28 20:00,,14.5,8.54,11.64,307.0,21.2,--,--,--,--,*,*,维护
江西省,长江流域,湖心岛,02-28 20:00,劣Ⅴ,14.8,9.02,13.91,291.3,6.0,5.67,0.131,0.104,2.43,0.026,13719620,正常
江西省,长江流域,浮桥,02-28 20:00,Ⅱ,14.0,7.12,14.79,386.3,13.3,3.59,0.194,0.046,2.25,*,*,正常
江西省,长江流域,炭埠周家（梅港）,02-28 16:00,Ⅱ,12.8,7.31,10.96,166.2,6.9,1.77,0.067,0.055,2.31,*,*,正常
江西省,长江流域,白塔河河口,02-28 20:00,Ⅱ,15.2,7.29,10.78,84.5,7.8,1.75,0.058,0.030,1.36,*,*,正常
江西省,长江流域,土桥,02-28 20:00,Ⅱ,13.5,7.08,10.12,169.4,5.7,1.90,0.081,0.053,1.34,*,*,正常
江西省,长江流域,新庙前,02-28 20:00,Ⅱ,17.4,7.61,8.54,212.6,1.5,2.81,0.152,0.048,1.79,*,*,正常
江西省,长江流域,赣县梅林,02-28 20:00,Ⅱ,16.9,7.26,9.37,214.9,8.1,1.48,0.120,0.072,2.30,*,*,正常
江西省,长江流域,峡山,02-28 20:00,Ⅱ,16.5,7.29,6.94,122.0,2.6,1.67,0.038,0.080,2.06,*,*,正常
江西省,长江流域,梅江江口,02-28 20:00,Ⅱ,16.3,7.38,9.03,111.3,13.8,2.04,0.101,0.055,1.40,*,*,正常
江西省,长江流域,平江江口,02-28 20:00,Ⅱ,16.3,6.77,10.01,110.7,61.3,1.13,0.088,0.030,0.69,*,*,正常
江西省,长江流域,上犹江江口,02-28 20:00,Ⅱ,15.3,8.33,11.84,152.4,3.9,2.27,0.036,0.016,0.43,*,*,正常
江西省,长江流域,龙南自来水厂,02-28 20:00,Ⅰ,17.2,8.38,7.70,301.0,3.3,1.60,0.035,0.017,1.24,*,*,正常
江西省,长江流域,桃江江口,02-28 20:00,Ⅱ,17.0,7.52,8.02,344.1,19.5,1.40,0.049,0.036,3.30,*,*,正常
江西省,长江流域,大余城郊,02-28 20:00,Ⅱ,14.7,7.56,10.36,76.1,31.8,1.19,0.110,0.033,1.01,*,*,正常
江西省,长江流域,汝城多发电站,02-28 16:00,Ⅱ,14.8,7.90,11.62,126.9,6.2,1.42,0.075,0.041,1.15,*,*,正常
江西省,珠江流域,兴宁电站,02-28 20:00,Ⅱ,17.8,8.60,10.31,137.5,2.8,2.51,0.025,0.039,3.30,*,*,正常
江西省,长江流域,通津,02-28 20:00,Ⅱ,13.6,7.05,9.62,213.2,22.8,1.47,0.048,0.041,1.91,*,*,正常
江西省,长江流域,金滩,02-28 20:00,Ⅱ,14.4,6.89,9.77,196.8,12.1,1.80,0.025,0.069,1.89,*,*,正常
江西省,长江流域,孤江江口,02-28 20:00,Ⅱ,15.8,6.83,10.22,82.3,27.5,1.68,0.123,0.032,1.57,*,*,正常
江西省,长江流域,禾水河口,02-28 20:00,Ⅱ,14.0,7.69,10.64,170.9,11.5,1.26,0.060,0.023,1.11,*,*,正常
江西省,长江流域,蜀水河口,02-28 20:00,Ⅱ,15.3,7.43,10.46,165.8,6.5,1.79,0.067,0.034,1.54,*,*,正常
江西省,长江流域,遂川江江口,02-28 20:00,Ⅱ,14.2,6.73,9.87,209.3,3.5,1.10,0.025,0.056,1.61,*,*,正常
江西省,长江流域,乌江江口,02-28 20:00,Ⅱ,15.4,7.77,10.08,193.2,5.5,0.80,0.051,0.035,1.37,*,*,正常
江西省,长江流域,大洋洲,02-28 20:00,Ⅱ,15.4,7.38,9.52,48.9,2.9,2.00,0.025,0.036,1.97,*,*,正常
江西省,长江流域,丰城小港口,02-28 20:00,Ⅱ,13.3,7.22,11.10,248.0,33.4,2.06,0.045,0.048,2.09,*,*,正常
江西省,长江流域,高安市青州村,02-28 16:00,Ⅲ,13.7,7.37,9.94,278.1,5.0,2.16,0.132,0.131,2.71,*,*,正常
江西省,长江流域,良田村,02-28 16:00,Ⅲ,14.9,7.40,10.23,255.3,6.5,2.18,0.025,0.117,2.41,*,*,正常
江西省,长江流域,三洪村,02-28 16:00,Ⅲ,13.4,6.86,11.47,176.9,6.5,1.58,0.533,0.052,2.42,*,*,正常
江西省,长江流域,肖江江口,02-28 16:00,Ⅱ,15.6,7.38,10.30,252.4,10.5,2.94,0.097,0.043,2.50,*,*,正常
江西省,长江流域,港口,02-28 16:00,,14.8,6.80,11.19,46.3,0.9,--,0.025,0.005,3.22,*,*,维护
江西省,长江流域,超坊,02-28 20:00,Ⅱ,17.9,7.64,8.99,101.2,15.3,1.45,0.129,0.053,1.20,*,*,正常
江西省,长江流域,钟岭水厂,02-28 20:00,Ⅱ,13.5,7.30,10.49,91.7,28.3,2.74,0.025,0.055,1.62,*,*,正常
江西省,长江流域,焦石坝,02-28 20:00,Ⅱ,14.1,7.14,9.74,114.8,10.2,2.60,0.056,0.055,2.00,*,*,正常
江西省,长江流域,临水河口,02-28 20:00,Ⅱ,13.9,7.28,10.49,112.6,10.2,2.41,0.114,0.048,1.39,*,*,正常
江西省,长江流域,鄱阳石门街,02-28 20:00,Ⅱ,12.4,7.89,11.50,102.9,59.6,0.57,0.048,0.026,1.62,*,*,正常
江西省,长江流域,康山,02-28 20:00,Ⅳ,12.1,6.61,9.89,131.6,36.6,2.35,0.077,0.051,1.97,0.004,1114277,正常
江西省,长江流域,瑞洪大桥,02-28 20:00,Ⅲ,17.9,6.53,5.19,161.3,22.5,1.84,0.025,0.019,2.12,*,*,正常
江西省,长江流域,弋阳,02-28 16:00,Ⅱ,12.9,7.52,10.02,191.1,16.0,1.32,0.064,0.063,2.10,*,*,正常
江西省,长江流域,鄱阳花园,02-28 16:00,,13.3,6.90,11.13,139.7,--,--,0.025,0.025,1.68,*,*,维护
江西省,长江流域,洎水河河口,02-28 16:00,Ⅱ,14.7,7.01,10.65,233.2,17.4,1.70,0.267,0.051,2.46,*,*,正常
江西省,长江流域,流口村,02-28 20:00,Ⅲ,12.7,7.42,10.12,207.7,6.2,1.68,0.667,0.098,2.68,*,*,正常
江西省,长江流域,铅山,02-28 20:00,Ⅱ,13.5,7.11,10.17,214.6,4.3,1.81,0.053,0.087,2.86,*,*,正常
江西省,长江流域,旗山,02-28 16:00,Ⅱ,13.1,7.00,11.20,168.2,5.8,1.76,0.046,0.056,2.13,*,*,正常
江西省,长江流域,应家坊,02-28 16:00,Ⅱ,13.8,6.50,9.91,191.9,10.6,1.04,0.174,0.071,1.85,*,*,正常
山东省,海河流域,夏口,02-28 16:00,Ⅲ,9.4,8.44,15.00,--,12.1,5.98,0.466,0.068,5.57,*,*,维护
山东省,黄河流域,泺口,02-28 16:00,Ⅱ,9.6,8.46,11.83,1182.2,144.8,2.57,0.127,0.079,4.66,*,*,正常
山东省,淮河流域,睦里庄,02-28 16:00,Ⅱ,10.2,8.14,12.04,752.7,9.7,2.03,0.027,0.024,2.94,*,*,正常
山东省,黄河流域,卧虎山水库,02-28 16:00,Ⅰ,5.6,8.38,13.95,623.4,4.9,1.53,0.025,0.007,7.04,*,*,正常
山东省,淮河流域,斜拉桥,02-28 20:00,Ⅲ,6.4,8.51,13.61,1483.8,1.7,5.09,0.025,0.030,13.78,*,*,正常
山东省,淮河流域,中心,02-28 16:00,Ⅱ,4.6,7.80,13.31,201.0,1.6,2.40,0.025,0.006,2.97,0.013,1128000,正常
山东省,淮河流域,马连庄,02-28 16:00,Ⅱ,8.9,8.28,12.89,1069.6,2.8,1.62,0.031,0.020,32.36,*,*,正常
山东省,淮河流域,吉利河水库出口,02-28 16:00,Ⅱ,5.9,8.03,11.52,392.7,2.3,3.06,0.025,0.014,1.83,*,*,正常
山东省,淮河流域,墨水河入海口,02-28 16:00,Ⅳ,10.9,8.14,16.50,2221.6,12.1,8.61,0.282,0.123,9.72,*,*,正常
山东省,淮河流域,韩旺大桥,02-28 20:00,Ⅱ,9.8,7.95,12.51,1101.6,1.7,2.02,0.029,0.026,27.25,*,*,正常
